###############################################
## SELF-CONSISTENT PROTEIN DOMAIN ##
## CLASSIFICATION OF STRUCTURES ##
## For Step 2111 at similarity 6.78 ##
############################################### 
## SIMILARITY NETWORK ##
## FROM SIMILARITY 6.78 TO 4 ## 	
###############################################
# More details at: 
# Pascual-García A, Abia D, Ortiz ÁR, Bastolla U, 2009
# Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures
# PLoS Comput Biol 5(3): e1000331. doi:10.1371/journal.pcbi.1000331
###############################################
# ***** Set Features:	 #
# * Alignment: Mammoth Multiple.	 #
# * Similarity Score: Contact Overlap 6 #
# * Score Length Normalization: Gaussian #
# * Clustering: Average Linkage	 # 
# * Set: SCOP-CATH Consensus (2890 domains) #
# ***** #
############################################### 
#
# 
# Link Code Meaning:
# Link=0 No hierarchical relation found for SCOP neither CATH
# Link=1 There is a superfamily relation for SCOP
# Link=2 There is a superfamily relation for CATH
# Link=3 There is a superfamily relation for both SCOP and CATH
# Link=4 There is a fold relation for any of both expert classifications.
#
#	
#Similarity IdClusterA IdClusterB LinkCode.
4.34334 Clus>336 Clus>395 4
5.11620 Clus>336 Clus>610 0
4.14855 Clus>336 Clus>628 0
5.41220 Clus>336 Clus>643 0
4.12795 Clus>336 Clus>745 0
4.23105 Clus>336 Clus>769 0
4.15970 Clus>337 Clus>382 0
4.46485 Clus>337 Clus>398 1
4.50947 Clus>337 Clus>401 1
4.07650 Clus>337 Clus>528 0
4.01370 Clus>337 Clus>655 0
4.21335 Clus>337 Clus>775 0
5.63710 Clus>338 Clus>608 4
4.44120 Clus>338 Clus>620 0
4.02075 Clus>338 Clus>669 0
5.95454 Clus>339 Clus>357 3
4.97927 Clus>339 Clus>385 3
5.14821 Clus>339 Clus>416 3
5.44852 Clus>339 Clus>523 3
4.64418 Clus>340 Clus>369 2
4.34893 Clus>340 Clus>390 2
4.28093 Clus>340 Clus>493 0
5.17593 Clus>341 Clus>407 3
5.88528 Clus>341 Clus>441 3
5.12644 Clus>341 Clus>550 3
4.87592 Clus>341 Clus>552 4
4.82262 Clus>341 Clus>553 4
5.44420 Clus>341 Clus>554 1
4.19640 Clus>341 Clus>557 4
4.30298 Clus>342 Clus>370 4
5.04721 Clus>342 Clus>378 4
4.15241 Clus>342 Clus>429 4
5.20152 Clus>342 Clus>663 4
4.12155 Clus>342 Clus>676 4
5.38639 Clus>342 Clus>677 4
4.30495 Clus>342 Clus>684 0
4.37602 Clus>342 Clus>685 0
4.07665 Clus>345 Clus>384 0
4.08053 Clus>345 Clus>401 0
4.10507 Clus>345 Clus>429 0
4.16137 Clus>345 Clus>437 0
4.86247 Clus>345 Clus>688 0
4.82135 Clus>347 Clus>361 0
4.77372 Clus>347 Clus>380 0
4.10582 Clus>347 Clus>383 0
5.75583 Clus>347 Clus>388 0
5.45823 Clus>347 Clus>392 0
4.32440 Clus>347 Clus>395 0
4.07555 Clus>347 Clus>399 0
4.73056 Clus>347 Clus>412 0
4.45620 Clus>347 Clus>427 0
4.10545 Clus>347 Clus>528 0
5.98345 Clus>347 Clus>572 0
5.28770 Clus>347 Clus>628 0
4.09160 Clus>347 Clus>635 0
4.13780 Clus>347 Clus>645 0
4.32520 Clus>347 Clus>647 0
4.61460 Clus>347 Clus>673 0
4.58415 Clus>347 Clus>682 0
4.40435 Clus>347 Clus>683 0
4.67655 Clus>347 Clus>691 0
4.37155 Clus>347 Clus>701 0
4.98940 Clus>347 Clus>721 0
5.21045 Clus>347 Clus>741 0
5.23395 Clus>347 Clus>746 0
5.15430 Clus>347 Clus>752 0
4.84100 Clus>347 Clus>765 0
6.77355 Clus>347 Clus>775 0
4.39170 Clus>349 Clus>610 0
4.16712 Clus>351 Clus>402 4
6.08305 Clus>351 Clus>678 3
5.70725 Clus>351 Clus>679 3
6.63132 Clus>352 Clus>363 4
5.13990 Clus>353 Clus>709 0
4.15007 Clus>353 Clus>771 4
4.37895 Clus>354 Clus>387 0
6.63337 Clus>355 Clus>541 3
4.88040 Clus>355 Clus>559 3
4.43580 Clus>356 Clus>448 0
4.35555 Clus>356 Clus>552 0
4.79460 Clus>356 Clus>557 0
4.35015 Clus>356 Clus>577 0
5.86753 Clus>357 Clus>385 3
6.64163 Clus>357 Clus>416 3
4.03855 Clus>357 Clus>523 3
4.46465 Clus>358 Clus>411 3
4.35903 Clus>358 Clus>609 0
4.39040 Clus>358 Clus>745 0
4.38148 Clus>359 Clus>395 0
4.36899 Clus>359 Clus>427 0
4.00647 Clus>359 Clus>440 0
4.16228 Clus>359 Clus>610 0
4.85376 Clus>359 Clus>618 0
4.38950 Clus>359 Clus>643 0
4.55566 Clus>359 Clus>647 0
4.16764 Clus>359 Clus>721 0
4.04375 Clus>360 Clus>621 0
4.18495 Clus>360 Clus>769 0
4.50535 Clus>361 Clus>383 4
4.15915 Clus>361 Clus>388 0
4.53160 Clus>361 Clus>392 0
4.67981 Clus>361 Clus>413 4
4.35515 Clus>361 Clus>427 0
4.40705 Clus>361 Clus>628 3
5.01285 Clus>361 Clus>632 0
4.22305 Clus>361 Clus>712 0
5.49675 Clus>361 Clus>721 0
4.71915 Clus>361 Clus>727 0
4.02705 Clus>361 Clus>752 0
4.27160 Clus>361 Clus>768 0
5.61017 Clus>362 Clus>659 4
4.94587 Clus>362 Clus>672 0
4.35225 Clus>363 Clus>373 4
4.01055 Clus>365 Clus>383 4
4.70663 Clus>367 Clus>387 4
4.31794 Clus>367 Clus>390 0
6.39297 Clus>367 Clus>505 4
4.93050 Clus>367 Clus>525 4
5.95168 Clus>369 Clus>387 0
4.36320 Clus>369 Clus>390 2
4.17870 Clus>369 Clus>454 0
6.07995 Clus>369 Clus>589 4
4.41832 Clus>370 Clus>384 0
5.25383 Clus>370 Clus>398 4
5.40560 Clus>370 Clus>437 1
4.01810 Clus>370 Clus>659 4
4.45215 Clus>370 Clus>661 0
5.09445 Clus>370 Clus>686 0
4.90125 Clus>370 Clus>688 0
4.25090 Clus>372 Clus>610 0
4.34600 Clus>372 Clus>647 0
5.77280 Clus>373 Clus>642 0
4.25230 Clus>373 Clus>728 0
4.49555 Clus>373 Clus>740 0
4.53185 Clus>374 Clus>633 2
4.48345 Clus>374 Clus>643 0
5.44870 Clus>375 Clus>524 0
4.13070 Clus>375 Clus>557 0
6.46870 Clus>375 Clus>564 3
4.36228 Clus>376 Clus>516 3
4.14362 Clus>376 Clus>517 3
4.24593 Clus>377 Clus>670 0
4.67790 Clus>378 Clus>657 0
4.89330 Clus>378 Clus>659 4
6.09005 Clus>378 Clus>663 4
4.23245 Clus>378 Clus>671 0
6.42595 Clus>378 Clus>677 4
4.09770 Clus>378 Clus>683 0
5.22405 Clus>378 Clus>684 0
4.02996 Clus>380 Clus>395 0
4.23740 Clus>380 Clus>399 0
4.03379 Clus>380 Clus>412 0
4.41143 Clus>380 Clus>628 0
4.56280 Clus>380 Clus>644 0
4.21607 Clus>380 Clus>712 0
4.79515 Clus>381 Clus>421 0
4.55443 Clus>381 Clus>729 0
5.78487 Clus>381 Clus>764 4
4.11765 Clus>382 Clus>713 0
4.08515 Clus>383 Clus>643 0
5.25235 Clus>383 Clus>655 0
4.80505 Clus>383 Clus>721 0
4.00705 Clus>383 Clus>739 0
4.15395 Clus>383 Clus>762 0
5.09663 Clus>384 Clus>432 4
4.32070 Clus>384 Clus>686 0
5.64317 Clus>385 Clus>416 3
5.01066 Clus>386 Clus>389 0
5.15932 Clus>386 Clus>405 4
5.18865 Clus>386 Clus>608 4
5.33495 Clus>387 Clus>430 4
4.71925 Clus>387 Clus>503 4
5.25620 Clus>387 Clus>505 1
5.04985 Clus>387 Clus>511 0
4.41473 Clus>388 Clus>392 0
4.20791 Clus>388 Clus>395 0
4.07255 Clus>388 Clus>629 0
4.78500 Clus>388 Clus>635 0
4.90905 Clus>388 Clus>643 0
4.33515 Clus>388 Clus>644 0
4.91810 Clus>388 Clus>669 0
5.00150 Clus>388 Clus>673 0
5.17000 Clus>388 Clus>713 0
4.64205 Clus>388 Clus>727 0
6.07000 Clus>388 Clus>741 0
5.92750 Clus>388 Clus>775 0
4.49578 Clus>389 Clus>417 0
4.06064 Clus>389 Clus>420 0
5.05398 Clus>389 Clus>649 0
5.17880 Clus>389 Clus>655 0
4.48340 Clus>389 Clus>720 0
4.98023 Clus>390 Clus>430 0
4.35320 Clus>390 Clus>513 0
5.25195 Clus>391 Clus>649 0
4.71575 Clus>391 Clus>709 0
4.90845 Clus>391 Clus>735 0
4.33075 Clus>391 Clus>740 4
5.14235 Clus>391 Clus>758 4
4.40505 Clus>391 Clus>777 0
4.46408 Clus>392 Clus>395 0
4.72649 Clus>392 Clus>412 0
4.16175 Clus>392 Clus>635 0
4.59910 Clus>392 Clus>643 0
5.06930 Clus>392 Clus>655 0
4.32290 Clus>392 Clus>669 0
4.26200 Clus>392 Clus>671 0
4.32735 Clus>392 Clus>673 4
4.16835 Clus>392 Clus>706 0
4.61355 Clus>392 Clus>713 0
4.06480 Clus>392 Clus>762 0
4.43560 Clus>392 Clus>775 0
4.77457 Clus>394 Clus>405 4
6.23680 Clus>394 Clus>606 1
4.75667 Clus>394 Clus>617 0
5.76181 Clus>395 Clus>412 0
4.26228 Clus>395 Clus>440 0
5.98915 Clus>395 Clus>610 0
4.36055 Clus>395 Clus>625 0
4.26505 Clus>395 Clus>628 0
4.48282 Clus>395 Clus>635 0
5.11312 Clus>395 Clus>643 0
4.52460 Clus>395 Clus>644 0
4.61758 Clus>395 Clus>647 0
6.14600 Clus>395 Clus>669 0
4.26207 Clus>395 Clus>691 0
4.35530 Clus>395 Clus>696 0
4.40830 Clus>395 Clus>712 4
4.66625 Clus>395 Clus>737 0
4.93215 Clus>395 Clus>746 0
4.37507 Clus>395 Clus>776 0
6.07775 Clus>396 Clus>529 3
5.78900 Clus>396 Clus>530 3
5.22710 Clus>396 Clus>531 1
5.91465 Clus>397 Clus>720 0
5.84170 Clus>397 Clus>758 0
6.50175 Clus>397 Clus>760 4
4.76080 Clus>398 Clus>666 4
4.19140 Clus>398 Clus>688 0
4.29806 Clus>399 Clus>400 4
4.21974 Clus>399 Clus>405 0
5.72299 Clus>399 Clus>424 0
5.07450 Clus>399 Clus>607 0
4.06590 Clus>399 Clus>756 4
5.30927 Clus>399 Clus>777 0
5.22169 Clus>400 Clus>421 0
4.76094 Clus>400 Clus>438 4
5.09438 Clus>400 Clus>607 0
4.23112 Clus>400 Clus>700 0
4.87340 Clus>400 Clus>756 4
4.35605 Clus>401 Clus>658 0
4.13355 Clus>401 Clus>674 1
4.86050 Clus>401 Clus>688 0
4.05293 Clus>402 Clus>427 0
4.48270 Clus>402 Clus>644 0
4.20120 Clus>402 Clus>655 0
4.16203 Clus>402 Clus>721 0
4.03725 Clus>403 Clus>513 4
4.41523 Clus>404 Clus>629 0
5.14542 Clus>404 Clus>641 4
5.60063 Clus>405 Clus>606 4
6.05703 Clus>405 Clus>617 0
4.44357 Clus>405 Clus>628 0
5.13500 Clus>405 Clus>631 0
5.76137 Clus>405 Clus>649 4
5.43350 Clus>405 Clus>655 0
4.27487 Clus>405 Clus>766 0
4.27625 Clus>406 Clus>497 0
6.37600 Clus>406 Clus>568 3
6.39106 Clus>407 Clus>441 3
6.18487 Clus>407 Clus>550 3
5.52860 Clus>407 Clus>551 3
5.72907 Clus>407 Clus>554 1
6.14780 Clus>407 Clus>555 1
4.75647 Clus>407 Clus>556 4
4.77120 Clus>409 Clus>541 3
5.23715 Clus>409 Clus>560 3
4.13205 Clus>409 Clus>764 0
4.62105 Clus>411 Clus>674 1
4.04582 Clus>412 Clus>440 0
4.17543 Clus>412 Clus>608 0
4.00410 Clus>412 Clus>629 0
4.28040 Clus>412 Clus>637 0
4.11835 Clus>412 Clus>671 0
4.30980 Clus>412 Clus>673 0
5.03818 Clus>412 Clus>713 0
4.81535 Clus>412 Clus>721 0
5.63448 Clus>412 Clus>737 0
6.64800 Clus>412 Clus>746 0
5.58127 Clus>412 Clus>747 0
4.86818 Clus>412 Clus>775 0
4.47551 Clus>413 Clus>628 4
5.35349 Clus>413 Clus>629 1
4.42986 Clus>413 Clus>631 4
4.17263 Clus>413 Clus>643 0
4.30980 Clus>414 Clus>512 3
4.17970 Clus>414 Clus>514 4
4.26780 Clus>415 Clus>559 0
4.55640 Clus>416 Clus>523 3
4.27010 Clus>417 Clus>617 0
5.53355 Clus>417 Clus>618 0
5.06910 Clus>417 Clus>655 0
4.23760 Clus>417 Clus>692 0
4.41345 Clus>417 Clus>696 0
4.41210 Clus>417 Clus>735 0
4.87465 Clus>418 Clus>453 1
5.12780 Clus>418 Clus>460 4
5.80330 Clus>419 Clus>497 0
4.10793 Clus>419 Clus>573 0
4.70300 Clus>420 Clus>608 0
4.57945 Clus>420 Clus>625 0
4.65005 Clus>421 Clus>572 0
4.50005 Clus>421 Clus>612 0
4.64575 Clus>421 Clus>632 0
4.60095 Clus>421 Clus>714 0
4.17765 Clus>421 Clus>742 0
5.34865 Clus>421 Clus>762 0
4.85580 Clus>421 Clus>766 0
4.85105 Clus>422 Clus>607 0
5.12215 Clus>422 Clus>697 0
4.57685 Clus>422 Clus>758 0
4.11945 Clus>423 Clus>777 0
4.65373 Clus>424 Clus>607 0
4.43855 Clus>426 Clus>683 0
5.47290 Clus>426 Clus>701 3
6.68190 Clus>426 Clus>702 1
5.45575 Clus>427 Clus>628 0
4.00415 Clus>427 Clus>635 0
6.05065 Clus>427 Clus>647 0
4.06435 Clus>427 Clus>737 0
4.05445 Clus>427 Clus>775 0
4.22815 Clus>427 Clus>776 0
4.80523 Clus>429 Clus>437 4
4.18927 Clus>429 Clus>659 4
4.55643 Clus>429 Clus>668 4
5.29500 Clus>429 Clus>676 4
4.07633 Clus>429 Clus>688 0
4.94725 Clus>430 Clus>505 4
5.77525 Clus>431 Clus>596 4
4.54370 Clus>432 Clus>687 0
5.22315 Clus>437 Clus>688 0
6.27737 Clus>438 Clus>756 4
4.14503 Clus>438 Clus>777 0
4.13905 Clus>440 Clus>607 0
4.20938 Clus>440 Clus>737 0
5.70087 Clus>441 Clus>448 0
4.43413 Clus>441 Clus>528 0
5.28330 Clus>441 Clus>550 3
5.98303 Clus>441 Clus>552 4
4.38880 Clus>441 Clus>553 4
5.97133 Clus>441 Clus>554 1
6.50177 Clus>441 Clus>555 1
6.05130 Clus>441 Clus>556 4
5.26943 Clus>441 Clus>557 4
4.52950 Clus>448 Clus>548 0
4.06310 Clus>448 Clus>549 0
5.43250 Clus>448 Clus>552 0
4.41440 Clus>448 Clus>554 0
6.59360 Clus>448 Clus>556 0
5.47830 Clus>448 Clus>604 0
4.72940 Clus>449 Clus>542 0
5.37570 Clus>451 Clus>452 1
5.03100 Clus>453 Clus>457 4
4.30940 Clus>454 Clus>455 4
4.17150 Clus>458 Clus>496 0
4.50600 Clus>458 Clus>589 0
5.06270 Clus>460 Clus>578 0
4.25520 Clus>460 Clus>657 0
4.32520 Clus>461 Clus>556 0
4.56910 Clus>462 Clus>513 0
4.32820 Clus>466 Clus>467 1
4.13090 Clus>466 Clus>488 0
4.17530 Clus>466 Clus>492 0
4.41030 Clus>466 Clus>525 0
4.54590 Clus>468 Clus>516 0
4.08580 Clus>470 Clus>713 0
4.01270 Clus>473 Clus>518 0
4.22340 Clus>473 Clus>528 0
4.54480 Clus>473 Clus>616 0
4.19690 Clus>474 Clus>530 0
4.50530 Clus>474 Clus>588 0
5.46700 Clus>482 Clus>483 4
4.39740 Clus>482 Clus>508 0
4.41050 Clus>482 Clus>536 0
5.98580 Clus>485 Clus>770 0
5.11470 Clus>486 Clus>487 4
4.94690 Clus>491 Clus>595 0
4.25540 Clus>492 Clus>524 0
5.12830 Clus>493 Clus>503 4
4.85400 Clus>497 Clus>498 1
4.32400 Clus>497 Clus>507 0
5.51740 Clus>497 Clus>568 0
4.16300 Clus>497 Clus>573 0
5.78570 Clus>500 Clus>503 0
4.32520 Clus>501 Clus>550 0
4.16970 Clus>502 Clus>503 4
5.56030 Clus>502 Clus>504 3
4.35080 Clus>503 Clus>517 0
4.75190 Clus>503 Clus>589 0
4.27360 Clus>504 Clus>518 0
5.33840 Clus>507 Clus>557 0
4.23220 Clus>507 Clus>561 0
5.39110 Clus>509 Clus>536 0
4.32940 Clus>510 Clus>514 4
5.37660 Clus>513 Clus>589 0
5.85960 Clus>515 Clus>517 3
4.51410 Clus>515 Clus>518 3
4.12270 Clus>515 Clus>547 0
6.15820 Clus>517 Clus>518 3
4.21290 Clus>517 Clus>542 0
5.26420 Clus>518 Clus>589 0
4.35100 Clus>523 Clus>555 0
5.06440 Clus>524 Clus>536 0
4.71220 Clus>524 Clus>564 0
4.45720 Clus>524 Clus>572 0
4.03490 Clus>525 Clus>569 0
4.57600 Clus>525 Clus>590 0
4.05330 Clus>528 Clus>618 0
4.44030 Clus>528 Clus>631 0
4.61760 Clus>528 Clus>646 0
4.59280 Clus>528 Clus>647 0
4.08750 Clus>528 Clus>671 0
6.01240 Clus>528 Clus>705 0
5.53080 Clus>528 Clus>721 0
5.85590 Clus>528 Clus>752 0
4.71920 Clus>528 Clus>768 0
5.53300 Clus>528 Clus>769 0
4.93560 Clus>528 Clus>775 0
4.33720 Clus>528 Clus>777 0
5.70090 Clus>529 Clus>531 1
5.76730 Clus>531 Clus>532 1
5.67260 Clus>534 Clus>536 3
6.12550 Clus>535 Clus>536 3
4.25350 Clus>540 Clus>555 1
4.77970 Clus>540 Clus>556 4
6.10480 Clus>540 Clus>557 4
5.06700 Clus>541 Clus>543 3
6.09260 Clus>541 Clus>548 3
4.23450 Clus>541 Clus>560 3
4.74250 Clus>541 Clus>572 0
4.27260 Clus>541 Clus>628 0
4.52320 Clus>542 Clus>550 4
5.98840 Clus>543 Clus>559 3
4.24910 Clus>544 Clus>550 4
4.32810 Clus>544 Clus>554 2
5.89380 Clus>544 Clus>556 2
5.59650 Clus>544 Clus>557 2
5.01130 Clus>544 Clus>561 4
4.20660 Clus>544 Clus>577 0
4.01900 Clus>545 Clus>554 4
4.36240 Clus>548 Clus>559 3
5.45280 Clus>548 Clus>604 0
6.40310 Clus>550 Clus>551 3
4.04440 Clus>550 Clus>554 1
4.95490 Clus>550 Clus>556 4
4.76520 Clus>551 Clus>554 1
4.51780 Clus>551 Clus>557 4
5.12230 Clus>552 Clus>553 4
4.81310 Clus>552 Clus>554 4
5.14180 Clus>552 Clus>557 4
4.05590 Clus>552 Clus>580 0
4.79990 Clus>553 Clus>555 4
5.28960 Clus>554 Clus>555 3
4.77010 Clus>554 Clus>556 2
5.42790 Clus>555 Clus>557 2
4.52660 Clus>555 Clus>561 1
4.21150 Clus>555 Clus>583 0
5.62260 Clus>560 Clus>608 0
5.38530 Clus>560 Clus>613 0
4.05010 Clus>560 Clus>618 0
4.25260 Clus>560 Clus>693 0
4.10740 Clus>560 Clus>706 0
5.61830 Clus>560 Clus>728 0
5.12170 Clus>560 Clus>764 0
4.28190 Clus>572 Clus>607 0
4.29370 Clus>572 Clus>619 0
5.58920 Clus>572 Clus>651 0
5.09970 Clus>572 Clus>673 0
4.62660 Clus>572 Clus>713 0
4.13550 Clus>572 Clus>714 0
4.58350 Clus>572 Clus>715 0
4.34130 Clus>572 Clus>762 0
5.24720 Clus>572 Clus>775 0
5.30920 Clus>575 Clus>578 3
4.80830 Clus>576 Clus>577 4
4.38960 Clus>576 Clus>580 4
5.50500 Clus>576 Clus>581 4
5.10710 Clus>579 Clus>581 4
4.26520 Clus>579 Clus>605 0
4.22650 Clus>583 Clus>590 0
4.16890 Clus>585 Clus>588 0
4.11920 Clus>585 Clus>721 0
6.52960 Clus>587 Clus>588 3
4.51570 Clus>588 Clus>590 0
5.20900 Clus>592 Clus>593 3
4.03780 Clus>598 Clus>772 0
5.97650 Clus>606 Clus>607 2
4.30840 Clus>606 Clus>647 0
4.50000 Clus>606 Clus>649 4
4.88250 Clus>606 Clus>653 0
4.13360 Clus>606 Clus>654 0
4.68570 Clus>606 Clus>705 0
4.98300 Clus>606 Clus>728 0
4.01210 Clus>606 Clus>733 0
4.61180 Clus>606 Clus>756 0
5.17670 Clus>607 Clus>612 0
4.55790 Clus>607 Clus>678 0
5.77590 Clus>607 Clus>739 0
4.62000 Clus>607 Clus>746 0
5.51750 Clus>607 Clus>756 0
5.64640 Clus>607 Clus>767 0
4.53280 Clus>607 Clus>777 0
5.18130 Clus>608 Clus>647 0
4.95010 Clus>608 Clus>682 0
5.01540 Clus>608 Clus>706 0
5.51980 Clus>608 Clus>728 0
4.45550 Clus>608 Clus>747 0
4.44850 Clus>608 Clus>762 0
4.92710 Clus>608 Clus>764 0
4.18180 Clus>608 Clus>768 0
4.02380 Clus>609 Clus>616 0
4.25840 Clus>609 Clus>633 0
4.03310 Clus>609 Clus>767 0
4.48180 Clus>609 Clus>768 0
4.08870 Clus>610 Clus>624 0
4.25710 Clus>610 Clus>629 0
4.35810 Clus>610 Clus>643 0
4.99130 Clus>610 Clus>644 0
4.32630 Clus>610 Clus>645 0
5.50090 Clus>610 Clus>647 0
4.43040 Clus>610 Clus>721 0
4.02950 Clus>610 Clus>734 0
4.78210 Clus>610 Clus>776 0
4.73750 Clus>612 Clus>625 0
4.11390 Clus>612 Clus>644 0
4.10140 Clus>612 Clus>647 0
4.84150 Clus>612 Clus>686 0
4.01580 Clus>612 Clus>696 0
4.48130 Clus>612 Clus>752 0
4.46520 Clus>612 Clus>756 0
4.20280 Clus>612 Clus>765 0
4.13910 Clus>612 Clus>769 0
4.57590 Clus>612 Clus>775 0
4.29370 Clus>613 Clus>617 0
4.71270 Clus>613 Clus>643 0
4.77910 Clus>613 Clus>650 0
5.26860 Clus>613 Clus>693 0
4.62480 Clus>613 Clus>699 0
5.21230 Clus>613 Clus>728 0
5.39340 Clus>614 Clus>618 0
4.08330 Clus>614 Clus>628 0
4.75770 Clus>614 Clus>655 0
4.31600 Clus>614 Clus>703 0
4.32190 Clus>614 Clus>728 0
4.19930 Clus>614 Clus>729 0
4.03420 Clus>615 Clus>622 0
4.59350 Clus>615 Clus>729 0
4.09200 Clus>615 Clus>741 0
4.23570 Clus>615 Clus>764 0
4.01880 Clus>615 Clus>775 0
4.83540 Clus>616 Clus>642 0
4.43060 Clus>616 Clus>672 0
6.06450 Clus>617 Clus>619 0
4.71850 Clus>617 Clus>639 0
6.61380 Clus>617 Clus>649 0
4.56790 Clus>617 Clus>653 0
4.94300 Clus>617 Clus>728 0
4.05780 Clus>617 Clus>746 0
4.51260 Clus>617 Clus>762 0
4.02160 Clus>618 Clus>635 0
4.37030 Clus>618 Clus>642 0
5.88430 Clus>618 Clus>647 0
4.67740 Clus>618 Clus>693 0
4.19990 Clus>618 Clus>699 0
4.11570 Clus>618 Clus>706 0
4.57090 Clus>618 Clus>710 0
4.64550 Clus>618 Clus>728 0
5.72090 Clus>618 Clus>740 0
4.03270 Clus>618 Clus>741 0
4.17660 Clus>618 Clus>749 0
4.06300 Clus>619 Clus>728 0
4.27200 Clus>619 Clus>744 0
4.10400 Clus>619 Clus>779 0
4.17120 Clus>620 Clus>633 0
4.83530 Clus>620 Clus>762 0
4.26540 Clus>621 Clus>662 0
5.71210 Clus>622 Clus>649 0
4.39250 Clus>622 Clus>720 0
5.10810 Clus>622 Clus>733 0
4.44310 Clus>623 Clus>625 0
4.04640 Clus>623 Clus>686 0
4.04350 Clus>623 Clus>693 0
4.34120 Clus>623 Clus>774 0
4.21580 Clus>623 Clus>776 0
4.17520 Clus>624 Clus>636 0
4.80510 Clus>624 Clus>655 0
4.67070 Clus>626 Clus>775 0
4.00280 Clus>627 Clus>709 0
4.12540 Clus>627 Clus>737 0
5.23250 Clus>627 Clus>762 0
4.56860 Clus>628 Clus>629 4
5.44430 Clus>628 Clus>643 0
4.33610 Clus>628 Clus>673 0
4.03200 Clus>628 Clus>686 0
4.39650 Clus>628 Clus>705 0
4.88800 Clus>628 Clus>721 0
4.76750 Clus>628 Clus>775 0
5.38120 Clus>629 Clus>639 0
6.40820 Clus>629 Clus>732 0
4.27140 Clus>629 Clus>735 0
4.94370 Clus>629 Clus>740 0
4.21480 Clus>629 Clus>749 0
4.07240 Clus>630 Clus>644 0
4.17610 Clus>630 Clus>740 0
4.19950 Clus>630 Clus>776 0
4.57430 Clus>631 Clus>649 0
4.33770 Clus>631 Clus>655 0
5.18600 Clus>631 Clus>705 0
4.32580 Clus>631 Clus>720 0
5.07550 Clus>631 Clus>768 0
4.43200 Clus>631 Clus>770 0
5.35570 Clus>631 Clus>779 0
6.18830 Clus>632 Clus>673 0
4.05320 Clus>633 Clus>672 0
4.64840 Clus>633 Clus>675 0
4.40320 Clus>633 Clus>766 0
4.36150 Clus>634 Clus>636 1
4.09100 Clus>634 Clus>653 0
4.03660 Clus>634 Clus>766 0
5.46700 Clus>635 Clus>654 0
4.07770 Clus>635 Clus>655 0
5.34660 Clus>635 Clus>669 0
4.34870 Clus>635 Clus>691 0
4.79930 Clus>635 Clus>721 0
4.67780 Clus>635 Clus>727 0
4.04750 Clus>635 Clus>733 0
4.32160 Clus>635 Clus>737 0
4.36210 Clus>635 Clus>749 0
5.89270 Clus>635 Clus>762 0
5.50390 Clus>635 Clus>766 0
4.07590 Clus>635 Clus>773 0
4.29320 Clus>636 Clus>647 0
4.12970 Clus>636 Clus>697 0
6.21430 Clus>637 Clus>742 0
5.85180 Clus>637 Clus>762 0
4.34360 Clus>638 Clus>749 0
4.37190 Clus>639 Clus>766 0
4.56210 Clus>640 Clus>669 0
4.56420 Clus>640 Clus>752 0
4.01130 Clus>640 Clus>774 0
4.07060 Clus>642 Clus>644 0
4.28530 Clus>642 Clus>720 0
4.40760 Clus>642 Clus>756 0
4.75210 Clus>643 Clus>644 0
4.80860 Clus>643 Clus>690 0
5.98010 Clus>643 Clus>706 0
4.61470 Clus>643 Clus>712 0
4.74460 Clus>643 Clus>713 0
4.03120 Clus>643 Clus>730 0
4.15550 Clus>643 Clus>751 0
4.48330 Clus>643 Clus>766 0
4.53290 Clus>643 Clus>775 0
4.17160 Clus>644 Clus>647 0
4.03580 Clus>644 Clus>669 0
4.04550 Clus>644 Clus>697 0
5.22260 Clus>644 Clus>721 0
4.35530 Clus>644 Clus>727 0
4.86290 Clus>644 Clus>741 0
4.27190 Clus>644 Clus>746 0
4.16330 Clus>644 Clus>747 0
4.21470 Clus>644 Clus>776 0
4.83860 Clus>645 Clus>752 0
4.15760 Clus>645 Clus>768 0
4.33750 Clus>646 Clus>766 0
4.19140 Clus>647 Clus>655 0
4.41330 Clus>647 Clus>669 0
4.09430 Clus>647 Clus>706 0
4.78890 Clus>647 Clus>710 0
5.00940 Clus>647 Clus>712 0
4.16430 Clus>647 Clus>713 0
4.14480 Clus>647 Clus>734 0
6.30070 Clus>647 Clus>737 0
4.92060 Clus>647 Clus>747 0
4.13970 Clus>647 Clus>776 0
4.78560 Clus>648 Clus>656 0
4.22530 Clus>649 Clus>655 0
4.09120 Clus>649 Clus>671 0
4.82820 Clus>649 Clus>699 0
4.38660 Clus>649 Clus>756 0
5.56990 Clus>649 Clus>760 0
5.26820 Clus>650 Clus>651 4
4.41380 Clus>650 Clus>754 0
4.93010 Clus>653 Clus>671 0
4.93980 Clus>653 Clus>756 0
4.49850 Clus>653 Clus>775 0
4.95980 Clus>654 Clus>695 0
4.33550 Clus>654 Clus>721 0
4.09600 Clus>654 Clus>729 0
4.47150 Clus>654 Clus>738 0
4.45980 Clus>654 Clus>746 0
4.48510 Clus>655 Clus>713 0
5.20850 Clus>655 Clus>775 0
5.36400 Clus>657 Clus>659 0
4.30350 Clus>657 Clus>662 0
4.21510 Clus>657 Clus>668 0
6.43940 Clus>657 Clus>672 0
4.34530 Clus>659 Clus>663 4
5.26160 Clus>659 Clus>677 4
