###############################################
## SELF-CONSISTENT PROTEIN DOMAIN ##
## CLASSIFICATION OF STRUCTURES ##
## For Step 2111 at similarity 6.78 ##
############################################### 
## REPRESENTANTS LIST ##
###############################################
# More details at: 
# Pascual-García A, Abia D, Ortiz ÁR, Bastolla U, 2009
# Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures
# PLoS Comput Biol 5(3): e1000331. doi:10.1371/journal.pcbi.1000331
###############################################
# ***** Set Features:	 #
# * Alignment: Mammoth Multiple.	 #
# * Similarity Score: Contact Overlap 6 #
# * Score Length Normalization: Gaussian #
# * Clustering: Average Linkage	 # 
# * Set: SCOP-CATH Consensus (2890 domains) #
# ***** #
############################################### 
#
#
# Representative codes for each cluster (One domain corresponding to the most representative group of domains sharing the same codes)
#
#ClustId SCOPid CATHid SCOPfold CATHfold SCOPspf CATHspf SCOPfam CATHfam #elements 
Clus>634 1gpc__ 2a1kA00 50198 50249 50315 390198 39019810 390198101 1
Clus>635 1gvp__ 1gvp000 50198 50249 50315 24050 24050140 240501409 1
Clus>636 1je5a_ 1je5A00 50198 50249 50315 24050 24050140 2405014064 1
Clus>637 1p16a1 1p16B02 50198 50249 50307 24050 24050140 2405014050 1
Clus>638 1sty__ 1ey0A00 50198 50199 50200 24050 2405090 24050901 1
Clus>639 1fuia1 1fuiA03 50412 50443 50444 32014 3201410 32014101 1
Clus>640 1bd0a1 1bd0B02 50614 50621 88682 24037 2403710 24037101 1
Clus>641 2eng__ 2eng000 50684 50685 50686 24040 2404010 24040101 1
Clus>642 1dfup_ 1dfuP00 50714 50715 50716 240240 24024010 240240101 1
Clus>643 1h9db_ 1e50B00 50722 50723 50724 240250 24025010 240250101 1
Clus>644 1ik9a1 1ik9A01 50808 50809 50810 2170210 217021010 2170210101 1
Clus>645 1pina1 1pinA01 51044 51045 51046 22070 2207010 22070101 1
Clus>646 1dkga1 1dkgA02 51063 51064 51065 23022 2302210 23022101 1
Clus>647 1h3ia1 1mt6A01 51086 82185 82186 220110 22011010 220110101 1
Clus>648 1ezga_ 1ezgA00 51125 51156 51157 216020 21602050 216020501 1
Clus>649 1wapa_ 1gtfA00 51181 51219 51220 26040 2604050 26040501 1
Clus>650 1c5ea_ 1c5eA00 51268 51274 51275 240300 24030010 240300101 1
Clus>651 1ucsa_ 1ucsA00 51268 51269 51270 3901210 390121010 3901210101 1
Clus>652 1jk4a_ 1jk4A00 49605 49606 49607 2609 260910 2609101 1
Clus>653 1lkta_ 1lktA00 51326 51327 51328 217014 21701410 217014101 1
Clus>654 1qqha_ 1qqhA00 51331 51332 51333 2170200 217020010 2170200102 1
Clus>655 1gwya_ 1gwyA00 63723 63724 63725 260270 26027020 260270202 1
Clus>656 1m6ba2 1m6bA03 52046 52058 52071 38020 3802020 38020203 1
Clus>657 1o98a1 1o98A01 64157 64158 64159 3401450 340145010 3401450101 1
Clus>658 1jj2n_ 1vq8O00 52079 52080 52081 310010 31001010 310010101 1
Clus>659 1cdza_ 1cdzA00 52112 52113 52114 34050 3405010190 34050101905 1
Clus>660 1j3aa_ 1j3aA00 52160 52161 52162 3901180 390118010 3901180101 1
Clus>661 1fcda2 1fcdA02 51904 51905 51943 35050 3505060 350506037 1
Clus>662 1fs5a_ 1fs5A00 52511 52512 52513 34050 340501360 3405013602 1
Clus>663 1cbua_ 1c9kB00 52539 52540 52670 34050 34050300 3405030079 1
Clus>664 1g8fa3 1g8fA03 52539 52540 64011 34050 34050300 34050300128 1
Clus>665 1htwa_ 1htwA00 52539 52540 75213 34050 34050300 3405030065 1
Clus>666 1jbka_ 1jbkA00 52539 52540 81269 34050 34050300 3405030038 1
Clus>667 1jqlb_ 1jqlB00 52539 52540 81269 34050 34050300 34050300138 1
Clus>668 1ofux_ 1ofuX00 52539 52540 89678 34050 3405010290 34050102901 1
Clus>669 1qhla_ 1qhlA00 52539 52540 52686 3401140 340114010 3401140101 1
Clus>670 1nrza_ 1nrzA00 52727 52728 52729 34035 3403510 34035101 1
Clus>671 1qmha1 1qmhA02 52832 52913 52914 330360 33036020 330360201 1
Clus>672 1e0ta3 1e0tA01 52934 52935 52936 3401380 340138020 3401380203 1
Clus>673 1ex2a_ 1ex2A00 52953 52972 52976 390950 39095010 390950103 1
Clus>674 1avqa_ 1avqA00 52979 52980 53017 390320 39032010 390320101 1
Clus>675 1f1za2 1t0fA01 52979 52980 53026 3401350 340135010 3401350104 1
Clus>676 2rsla_ 2rslA00 53040 53041 53042 34050 340501390 3405013902 1
Clus>677 1pdo__ 1pdo000 53061 53062 53063 34050 34050510 340505101 1
Clus>678 1bu6o2 1glaG02 53066 53067 53089 330420 33042040 3304204016 1
Clus>679 1jcfa1 1jceA01 53066 53067 53068 330420 33042040 3304204010 1
Clus>680 1o13a_ 1o13A00 53066 53146 53147 330420 330420130 3304201302 1
Clus>681 1boub_ 1b4uB00 53162 53213 53214 340830 34083010 340830101 1
Clus>682 1c8ba_ 1c8bA00 53162 53163 64095 34050 3405010100 34050101001 1
Clus>683 1c1da2 1c1dA01 53222 53223 53224 340192 34019210 340192101 1
Clus>684 1npya2 1npyA01 53222 53223 82336 340192 34019210 340192108 1
Clus>685 1nf5b_ 2fy7A00 53447 53448 53452 390550 39055010 390550102 1
Clus>686 1aco_1 1c96A04 52008 52016 52017 32019 3201910 32019101 1
Clus>687 1ay7b_ 1ay7B00 52037 52038 52039 330370 33037010 330370101 1
Clus>688 1uaqa_ 1p6oA00 53926 53927 89800 340140 34014010 340140102 1
Clus>689 1div_2 1div001 55657 55658 55659 3405 340510 3405101 1
Clus>690 1efnb_ 1efnB00 55670 55671 55672 33062 3306210 33062101 1
Clus>691 1cby__ 1cby000 55675 55676 55677 340198 34019810 340198102 1
Clus>692 1ikta_ 1iktA00 55717 55718 55719 3301050 330105010 3301050102 1
Clus>693 1qnxa_ 1qnxA00 55796 55797 55798 34033 3403310 34033101 1
Clus>694 1ush_1 1hp1A02 55815 55816 55817 390780 39078010 390780101 1
Clus>695 1dbxa_ 1dbuA00 55825 55826 55827 390960 39096010 390960102 1
Clus>696 1vcc__ 1vcc000 55868 55869 55870 33066 3306610 33066101 1
Clus>697 1m15a2 1m15A02 55930 55931 55935 330590 33059010 330590101 1
Clus>698 1l9va1 1l9vA02 54196 75347 75348 330428 33042820 330428201 1
Clus>699 1go4a_ 1go4B00 56018 56019 56020 330900 33090010 330900101 1
Clus>700 1jjcb6 1b7yB03 56036 56037 56038 35040 3504010 35040101 1
Clus>701 1a6f__ 1a6f000 54210 54211 54220 330230 33023010 3302301010 1
Clus>702 1p42a2 1p42A02 54210 54211 89827 3301700 330170010 3301700101 1
Clus>703 1jj2e1 1vq8E01 56052 56053 56054 390930 39093012 390930123 1
Clus>704 2ahja_ 2cz1A00 56208 56209 56210 390330 39033010 390330101 1
Clus>705 1tif__ 1tif000 54235 54364 54365 31020 3102080 31020801 1
Clus>706 1f7la_ 1f7lA00 56213 56214 64418 390470 39047020 390470201 1
Clus>707 1b25a2 1b25A01 56227 56228 56229 3609 360910 3609101 1
Clus>708 1b65a_ 1b65A00 56265 56266 56267 36070 3607012 36070121 1
Clus>709 1n13.1 1n2mC00 56270 56271 90046 35020 3502010 35020101 1
Clus>710 1jl0a_ 1jl0A00 56275 56276 56277 36090 3609010 36090104 1
Clus>711 1mhda_ 1ozjB00 56365 56366 56367 390520 39052010 390520101 1
Clus>712 1eeja2 1eejA01 54402 54423 54424 310450 31045070 310450701 1
Clus>713 1kwia_ 1kwiA00 54402 54403 82592 310450 31045010 310450104 1
Clus>714 1by2__ 1by2000 56486 56487 56488 310250 31025010 310250102 1
Clus>715 1mwpa_ 1mwpA00 56486 56491 56492 390570 39057010 390570101 1
Clus>716 1g9mg_ 1g9mG00 56501 56502 56503 217040 21704020 217040201 1
Clus>717 1soxa3 1soxA02 56523 56524 56525 390420 39042010 390420101 1
Clus>718 16vpa_ 16vpA00 56547 56548 56549 1101290 110129010 1101290101 1
Clus>719 1i50c2 1twfC02 56552 56553 56554 2170120 217012012 2170120121 1
Clus>720 1jb0d_ 1jb0D00 64233 64234 64235 3301470 330147010 3301470101 1
Clus>721 1h6ha_ 1h6hA00 64267 64268 64269 3301520 330152010 3301520103 1
Clus>722 1g2ra_ 1g2rA00 64375 64376 64377 3301230 330123010 3301230101 1
Clus>723 1hq0a_ 1hq0A00 64437 64438 64439 360100 36010010 360100101 1
Clus>724 1hufa_ 1hufA00 64448 64449 64450 3301570 330157010 3301570101 1
Clus>725 1am7a_ 1am7A00 53954 53955 53984 110530 11053010 110530106 1
Clus>726 1lw9a_ 1swyA00 53954 53955 53981 110530 11053040 110530401 1
Clus>727 1hh2p4 1hh2P01 69704 69705 69706 3301480 330148010 3301480101 1
Clus>728 1jg5a_ 1jg5A00 69760 69761 69762 3301410 330141010 3301410101 1
Clus>729 1j5ua_ 1j5uA01 69818 69819 69820 35510 3551010 35510101 1
Clus>730 1lg7a_ 1lg7A00 75403 75404 75405 310460 31046010 310460101 1
Clus>731 1l9va2 1l9vA01 75573 75574 75575 3901400 390140010 3901400101 1
Clus>732 1mr1c_ 1mr1D00 63762 63763 82611 310390 31039010 310390102 1
Clus>733 1a6q_2 1a6q001 81607 81606 81605 36040 3604010 36040102 1
Clus>734 1eula3 1wpgA03 81661 81660 81659 3401110 340111010 3401110101 1
Clus>735 1mk0a_ 1mk0A00 82770 82771 82772 3401440 340144010 3401440101 1
Clus>736 1lrra_ 1j3eA00 82807 82808 82809 1201380 120138010 1201380101 1
Clus>737 1c8za_ 1i7eA00 54517 54518 54519 32090 3209010 32090101 1
Clus>738 1o22a_ 1o22A00 90063 90064 90065 3901000 390100010 3901000101 1
Clus>739 1oqva_ 1oqvA00 54522 54523 89868 3301690 330169010 3301690101 1
Clus>740 1grj_2 1grj002 54533 54534 54549 31050 3105030 31050301 1
Clus>741 1fjgp_ 2j00P00 54564 54565 54566 3301320 330132010 3301320101 1
Clus>742 1jj2w_ 1vq8X00 54574 54575 54576 310440 31044010 310440101 1
Clus>743 1avpa_ 1nlnA00 54000 54001 54054 340395 34039510 340395101 1
Clus>744 1iu4a_ 1iu4A00 54000 54001 75336 3901360 390136010 3901360101 1
Clus>745 1l9na4 1vjjA02 54000 54001 54044 390260 39026010 390260101 1
Clus>746 1fx3a_ 1fx3C00 54610 54611 54612 310420 31042010 310420102 1
Clus>747 1dk0a_ 1dk0A00 54620 54621 54622 3301500 330150010 3301500101 1
Clus>748 1cmia_ 1yo3A00 54647 54648 54649 330740 33074010 330740101 1
Clus>749 1a73a_ 1a73A00 54059 54060 54069 39075 3907510 39075101 1
Clus>750 1fr2b_ 1fr2B00 54059 54060 54061 390540 39054010 390540101 1
Clus>751 1ql0a_ 1g8tA00 54059 54060 54066 340570 34057010 340570101 1
Clus>752 1ekta_ 1ektA00 54741 54742 54743 390940 39094030 390940301 1
Clus>753 2reb_2 1u94A02 54751 54752 54753 330250 33025010 330250101 1
Clus>754 1dq3a2 1dq3A02 54767 54786 54787 330160 33016090 330160901 1
Clus>755 1kp8a3 1kp8A02 54848 54849 54850 330260 33026010 330260101 1
Clus>756 1d09b1 2airB01 54861 54893 54894 33070 33070140 330701401 1
Clus>757 1hbnc_ 1hbnC00 54861 55088 55089 390320 39032020 390320201 1
Clus>758 1kp6a_ 1kp6A00 54861 55056 55057 33070 33070440 330704401 1
Clus>759 1regx_ 1regX00 54861 55064 55065 33070 33070650 330706501 1
Clus>760 1bxya_ 1bxyA00 55128 55129 55130 3301390 330139020 3301390202 1
Clus>761 1i4ma_ 1i4mA00 54097 54098 54099 110790 11079010 110790101 1
Clus>762 1d8ia_ 1d8hA00 55153 55154 55155 320100 32010010 320100101 1
Clus>763 1qmha2 1qmhA01 55199 55205 55206 36510 3651020 36510201 1
Clus>764 1tig__ 1tig000 55199 55200 55201 330110 33011010 330110101 1
Clus>765 1kpta_ 1kptA00 55220 55221 55222 330430 33043010 330430101 1
Clus>766 1dw9a2 1dw9A02 55233 55234 55235 3301160 330116010 3301160101 1
Clus>767 1ewqa4 1ewqA01 55266 55271 55272 3401170 340117010 3401170101 1
Clus>768 1gyfa_ 1syxB00 55276 55277 55278 3301490 330149040 3301490401 1
Clus>769 1dzfa2 1dzfA02 55286 55287 55288 390940 39094020 390940201 1
Clus>770 1i50f_ 1twfF00 55286 55287 55294 390940 39094010 390940101 1
Clus>771 1iv3a_ 1iv3A00 55297 69765 69766 3301330 330133050 3301330501 1
Clus>772 4ubpa_ 4ubpA00 54110 54111 54112 330280 33028010 330280101 1
Clus>773 1ebfa2 1ebfA02 55346 55347 55363 330360 33036010 330360106 1
Clus>774 1f06a2 1f06A02 55346 55347 55368 330360 33036010 330360108 1
Clus>775 1gr0a2 1gr0A02 55346 55347 55368 330360 33036010 3303601016 1
Clus>776 1oaca4 1qakA01 55382 55383 55384 330457 33045710 330457101 1
Clus>777 1ipca_ 1l8bB00 55417 55418 55419 330760 33076010 330760101 1
Clus>778 1e1h.1 2isgA00 55485 55486 55512 3901240 390124010 3901240102 1
Clus>779 1puc__ 1puc000 55636 55637 55638 330170 33017010 330170101 1
